Name,Critic_Score,Critic_Count,User_Score,User_Count
Need for Speed Underground 2,82.0,31.0,8.5,407.0
Gladius,82.0,19.0,8.8,12.0
The Hustle: Detroit Streets,51.0,11.0,5.3,4.0
Blood Drive,47.0,11.0,7,5.0
Escape Dead Island,40.0,25.0,3.5,51.0
Torchlight,83.0,57.0,8,794.0
Pac-Man World 3,61.0,9.0,6,4.0
Rogue Trooper: Quartz Zone Massacre,70.0,14.0,8.2,5.0
Damage Inc.: Pacific Squadron WWII,49.0,24.0,5.5,6.0
F.E.A.R. 2: Project Origin,79.0,49.0,7.8,520.0
Toy Soldiers: War Chest,62.0,19.0,7.7,61.0
Godai: Elemental Force,27.0,10.0,3.8,19.0
Still Life,70.0,29.0,8.2,5.0
Big Mutha Truckers 2,50.0,31.0,3.4,5.0
I-Ninja,75.0,18.0,8.4,8.0
The Lord of the Rings: The Battle for Middle-Earth,82.0,42.0,8.6,199.0
Kessen III,73.0,26.0,8.1,20.0
The King of Fighters Collection: The Orochi Saga,61.0,16.0,7,9.0
Aero Elite: Combat Academy,64.0,18.0,7,8.0
Wrath Unleashed,64.0,25.0,6,6.0
Divinity II: Ego Draconis,72.0,43.0,7.7,125.0
Commandos 2: Men of Courage,67.0,12.0,8.4,5.0
Emergency 2012,61.0,9.0,6.2,12.0
Overlord: Minions,58.0,22.0,5.5,4.0
Fairy Fencer F: Advent Dark Force,71.0,21.0,6.2,34.0
Alvin and the Chipmunks,33.0,5.0,4.5,6.0
Hearts of Iron III,77.0,23.0,7.1,233.0
Kengo: Legend of The 9,38.0,18.0,4.1,14.0
Romance of the Three Kingdoms XI,69.0,10.0,8.4,8.0
Hammerin' Hero,73.0,19.0,7.3,8.0
Dark Souls III,89.0,56.0,8.6,1848.0
TMNT: Mutant Melee,44.0,16.0,2.8,4.0
Combat: Task Force 121,44.0,9.0,8.5,4.0
Stacked with Daniel Negreanu,63.0,23.0,5.3,7.0
Circus Maximus: Chariot Wars,67.0,26.0,5,4.0
Serious Sam: Next Encounter,65.0,27.0,7.8,17.0
Tom Clancy's Ghost Recon 2,54.0,10.0,1.4,11.0
Monster Racers,70.0,5.0,9,5.0
Speed Zone,37.0,14.0,3.8,11.0
James Cameron's Dark Angel,47.0,17.0,8.3,6.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,37.0,19.0,5.9,10.0
Operation Darkness,46.0,22.0,7,21.0
Galerians: Ash,50.0,22.0,7.9,11.0
R-Type Command,69.0,29.0,6.5,6.0
Haunting Ground,67.0,33.0,8.8,44.0
Grand Kingdom,78.0,33.0,8.1,63.0
Robocalypse,78.0,15.0,8.6,18.0
Homie Rollerz,23.0,9.0,2.4,12.0
Escape Dead Island,32.0,12.0,3.8,74.0
Tom Clancy's Splinter Cell: Chaos Theory,50.0,22.0,7,25.0
Romance of the Three Kingdoms IX,74.0,17.0,8.9,10.0
Second Sight,75.0,46.0,8,6.0
Operation Flashpoint: Red River,67.0,25.0,4.9,103.0
Vanguard Bandits,62.0,5.0,7.4,15.0
MLB Front Office Manager,47.0,13.0,4.6,10.0
Child of Light,83.0,14.0,7.8,108.0
Silent Hill: Origins,70.0,21.0,7.4,59.0
Harry Potter and the Sorcerer's Stone,59.0,11.0,6,5.0
Damnation,36.0,39.0,5.6,50.0
Samurai Warriors,71.0,20.0,9,5.0
FIFA Soccer 2004,83.0,17.0,6.2,12.0
Record of Agarest War,67.0,7.0,6.8,34.0
SNK Arcade Classics Vol. 1,73.0,18.0,8,4.0
Dave Mirra BMX Challenge,32.0,11.0,4.6,10.0
Rayman 3: Hoodlum Havoc,77.0,24.0,8.3,21.0
The Guy Game,47.0,20.0,5.4,7.0
Ghost in the Shell: Stand Alone Complex,61.0,23.0,7.4,14.0
Open Season,49.0,5.0,5.6,7.0
Crimson Sea 2,75.0,27.0,8.3,6.0
Tokyo Twilight Ghost Hunters,63.0,12.0,7,16.0
Saint Seiya: Brave Soldiers,55.0,32.0,7.4,45.0
Earth Defense Force 2: Invaders from Planet Space,72.0,20.0,8.5,22.0
Digimon World Championship,49.0,6.0,6.5,13.0
RayStorm,79.0,7.0,7.8,4.0
Dynasty Warriors 8: Empires,58.0,10.0,6.8,15.0
Catwoman,47.0,24.0,6.1,7.0
Colosseum: Road to Freedom,56.0,35.0,8.3,17.0
Football Manager 2010,87.0,33.0,9,262.0
Target: Terror,33.0,19.0,2.7,16.0
Mugen Souls Z,57.0,26.0,6.4,56.0
BeatMania,67.0,30.0,8.9,11.0
Silpheed: The Lost Planet,72.0,12.0,7.5,4.0
Real Time Conflict: Shogun Empires,35.0,6.0,5.6,11.0
Spartan: Total Warrior,73.0,24.0,8.3,15.0
Pitfall: The Lost Expedition,73.0,35.0,7.8,4.0
River City Ransom EX,75.0,21.0,8.4,7.0
Bionicle Heroes,59.0,26.0,5.9,22.0
Fable: The Lost Chapters,83.0,54.0,8.7,489.0
Crazy Taxi 2,82.0,18.0,8.1,29.0
The Sims 2: Seasons,78.0,20.0,7.3,29.0
The Testament of Sherlock Holmes,73.0,18.0,8,128.0
Robot Alchemic Drive,79.0,21.0,8.2,13.0
Tomb Raider: Legend,58.0,15.0,8,7.0
Warhammer: Battle For Atluma,55.0,8.0,7.4,8.0
Eagle Flight,72.0,31.0,7.8,22.0
Operation: Vietnam,65.0,16.0,6.3,4.0
Fighter Maker 2,58.0,11.0,7.8,5.0
Lifeline,61.0,31.0,7.7,9.0
Dragon Valor,57.0,9.0,8.3,10.0
NHL 2005,75.0,18.0,5.6,5.0
Microsoft Flight Simulator 2004: A Century of Flight,88.0,22.0,8.2,49.0
Anubis II,19.0,5.0,2.7,28.0
Goodbye Deponia,80.0,34.0,7.9,171.0
The Book of Unwritten Tales 2,63.0,9.0,8.6,7.0
Inversion,56.0,23.0,5.4,43.0
Ultimate Marvel vs. Capcom 3,79.0,44.0,6.2,85.0
Assassin's Creed Chronicles,70.0,6.0,8,24.0
Dragoneer's Aria,56.0,30.0,6,7.0
N+,82.0,20.0,7.4,20.0
Obscure,65.0,27.0,8.9,39.0
Sega Soccer Slam,84.0,22.0,7.7,7.0
Deep Labyrinth,57.0,18.0,8.8,4.0
Spawn: Armageddon,61.0,19.0,7.2,9.0
God Hand,73.0,48.0,7.7,165.0
Legends of Wrestling II,24.0,11.0,3.7,10.0
Jurassic Park: Operation Genesis,69.0,21.0,8.8,19.0
RedCard 20-03,73.0,19.0,9,6.0
Future Tactics: The Uprising,61.0,25.0,6,6.0
Driver: Parallel Lines,69.0,31.0,4.6,17.0
Top Gun,49.0,25.0,4.4,5.0
Batman: Rise of Sin Tzu,63.0,12.0,6.8,4.0
Dragon Ball Z: Battle of Z,53.0,17.0,5.1,44.0
World Racing,56.0,14.0,8.1,8.0
Resident Evil 5,86.0,30.0,7.1,597.0
X-Men: The Official Game,55.0,9.0,9.3,6.0
The King of Fighters 02/03,73.0,28.0,8.8,14.0
Armored Core: Nine Breaker,57.0,25.0,8.2,5.0
Terraria,83.0,4.0,7.9,47.0
Worms 3D,69.0,23.0,7.6,19.0
TRON: Evolution,57.0,11.0,6,25.0
The Guided Fate Paradox,74.0,27.0,7.8,66.0
Mayhem 3D,47.0,4.0,8.6,9.0
WipEout HD Fury,89.0,15.0,8.4,115.0
Fallout: Brotherhood of Steel,64.0,31.0,4.1,51.0
"Flower, Sun, and Rain",54.0,37.0,7.1,15.0
Gunstar Super Heroes,83.0,31.0,8.5,13.0
Cities XL 2012,61.0,18.0,5.6,95.0
Worms Forts: Under Siege,67.0,15.0,8,6.0
Full Spectrum Warrior: Ten Hammers,71.0,26.0,8,5.0
Natural Doctrine,60.0,7.0,7.5,29.0
Prince of Persia: The Fallen King,64.0,24.0,6,9.0
NHL Hitz Pro,81.0,23.0,8.8,12.0
Broken Sword 5: The Serpent's Curse,72.0,14.0,7.2,23.0
Alan Wake,83.0,30.0,8,1473.0
Risen 3: Titan Lords,44.0,8.0,4.4,69.0
Steambot Chronicles: Battle Tournament,54.0,14.0,6.3,8.0
Wings of War,62.0,29.0,5,5.0
187: Ride or Die,51.0,40.0,6.9,8.0
RPG Maker 3,69.0,16.0,7.9,14.0
Kabuki Warriors,32.0,15.0,2.5,12.0
World Poker Tour,63.0,17.0,7.8,4.0
Age of Empires III: The Asian Dynasties,81.0,19.0,8.5,71.0
IL-2 Sturmovik: Birds of Prey,41.0,4.0,2.4,5.0
NanoBreaker,51.0,38.0,6.7,11.0
Bionicle,49.0,5.0,1.5,4.0
GRID 2,80.0,17.0,5.7,571.0
Criminal Girls: Invite Only,55.0,31.0,6.7,37.0
Miami Vice: The Game,63.0,36.0,7,12.0
Samurai Warriors Chronicles 3,70.0,9.0,7.9,14.0
BMX XXX,60.0,15.0,5,7.0
One Piece: Unlimited World Red,66.0,11.0,7.8,43.0
Aggressive Inline,85.0,20.0,7.7,7.0
Insecticide,55.0,23.0,7,5.0
XGRA: Extreme G Racing Association,68.0,23.0,8.6,8.0
Mario vs. Donkey Kong: Tipping Stars,70.0,15.0,7.5,48.0
Tournament of Legends,45.0,38.0,6.9,11.0
Escape from Bug Island,37.0,13.0,5,25.0
Gradius Collection,76.0,44.0,8.5,4.0
Fist of the North Star: Ken's Rage 2,55.0,18.0,7.1,20.0
Gallop Racer 2004,70.0,15.0,8.7,12.0
Mobile Suit Gundam Seed: Never Ending Tomorrow,45.0,16.0,7.8,10.0
F1 2001,83.0,11.0,5.5,8.0
Crimson Gem Saga,78.0,20.0,7.5,30.0
Monster Tale,79.0,15.0,8,15.0
Legend of the Dragon,37.0,14.0,4.8,5.0
Cel Damage,67.0,12.0,6.8,11.0
Mirror's Edge Catalyst,74.0,24.0,4.4,606.0
Arc the Lad: End of Darkness,59.0,24.0,4.2,10.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,68.0,19.0,6.2,6.0
Tokobot,72.0,30.0,7.3,8.0
Land of the Dead: Road to Fiddler's Green,32.0,9.0,5.8,10.0
Assetto Corsa,73.0,35.0,6.2,70.0
NHL 2K9,65.0,11.0,5.4,19.0
"Warhammer 40,000: Squad Command",57.0,21.0,7.9,16.0
One Piece: Burning Blood,60.0,10.0,5.8,12.0
TrackMania Turbo,76.0,12.0,7.7,27.0
Pro Evolution Soccer 2015,82.0,8.0,5.8,173.0
Zero Escape: Zero Time Dilemma,83.0,31.0,8.3,116.0
Bionicle Heroes,72.0,11.0,6.4,15.0
Mystic Heroes,67.0,7.0,8.6,14.0
Jurassic Park III: Park Builder,65.0,5.0,8,5.0
Unchained Blades ,61.0,8.0,7.5,15.0
Showtime Championship Boxing,35.0,7.0,4.7,10.0
Bomberman Land,55.0,14.0,7.8,4.0
Steins;Gate,83.0,8.0,8.7,51.0
Nights of Azure,67.0,40.0,7.6,71.0
Age of Empires Online,70.0,44.0,5.6,186.0
Earth Defense Force 2017 Portable,68.0,36.0,7.9,31.0
Atelier Iris 2: The Azoth Of Destiny,68.0,34.0,7.8,14.0
From The Abyss,59.0,9.0,8,5.0
The LEGO Movie Videogame,68.0,7.0,6.8,33.0
DuckTales: Remastered,76.0,10.0,7.9,100.0
Giants: Citizen Kabuto,79.0,15.0,6.9,8.0
MX vs. ATV Supercross,48.0,10.0,4.8,14.0
Grand Kingdom,76.0,11.0,8.8,33.0
LEGO Batman: The Videogame,80.0,15.0,7.8,61.0
Alone in the Dark,47.0,10.0,5.4,24.0
Muppets Party Cruise,61.0,11.0,8,6.0
Earth Defense Force 4.1: The Shadow of New Despair,64.0,40.0,7.9,51.0
Cold Fear,71.0,41.0,7.6,20.0
The Technomancer,60.0,38.0,6.7,116.0
Theme Park,72.0,15.0,7.6,14.0
Call of Cthulhu: Dark Corners of the Earth,77.0,51.0,8.1,37.0
Blur,81.0,24.0,7.4,177.0
The Next BIG Thing,75.0,30.0,7.9,35.0
Alien Syndrome,48.0,24.0,7.1,23.0
Vexx,71.0,22.0,7.3,6.0
Secret Files: Tunguska,65.0,12.0,7.6,8.0
Unreal Tournament III,83.0,41.0,8,523.0
Disney Sports Skateboarding,36.0,7.0,4.7,6.0
Terminator 3: The Redemption,66.0,38.0,8.6,5.0
Arkanoid DS,61.0,29.0,7,5.0
Call of Duty 2,86.0,64.0,8.4,626.0
Big Bang Mini,78.0,39.0,8.2,26.0
Serious Sam II,72.0,34.0,6.7,11.0
Song of the Deep,66.0,12.0,6.9,20.0
Dead Rising 2: Off the Record,66.0,10.0,5.3,54.0
Flipnic: Ultimate Pinball,64.0,28.0,8.1,12.0
The Witcher,81.0,50.0,8.8,1116.0
Coded Arms: Contagion,56.0,20.0,6.6,28.0
S.T.A.L.K.E.R.: Call of Pripyat,80.0,44.0,8.7,602.0
Create,54.0,7.0,6.8,9.0
Commandos: Strike Force,58.0,26.0,8.5,11.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,57.0,16.0,8.6,11.0
Guilty Gear X: Advance Edition,67.0,14.0,5.9,10.0
Warriors of the Lost Empire,52.0,6.0,7.4,12.0
Devil's Third,43.0,54.0,6.5,283.0
Star Trek: Tactical Assault,63.0,15.0,7,10.0
Oddworld: Munch's Oddysee,44.0,15.0,2.5,4.0
Broken Sword: The Shadow of the Templars,80.0,17.0,7.8,10.0
Resident Evil - Code: Veronica X,62.0,16.0,8.5,32.0
Trapt,60.0,36.0,7.9,14.0
Lord of Magna: Maiden Heaven,68.0,16.0,7.8,36.0
Worms 3D,69.0,20.0,8.4,10.0
PoPoLoCrois,66.0,41.0,7.4,17.0
Dragon Rage,50.0,9.0,6.4,9.0
Theresia...,61.0,6.0,8,8.0
Sacred 2: Fallen Angel,71.0,41.0,6.9,203.0
Adventure Time: The Secret of the Nameless Kingdom,58.0,5.0,7.5,4.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,58.0,10.0,7,5.0
Jumper: Griffin's Story,29.0,16.0,3.3,30.0
Tron 2.0: Killer App,69.0,36.0,4.3,4.0
The Fast and the Furious,59.0,22.0,6.6,24.0
Vampire Rain: Altered Species,30.0,15.0,3.5,36.0
The History Channel: Battle for the Pacific,35.0,11.0,6.1,21.0
Racing Gears Advance,83.0,17.0,8.9,9.0
Toy Soldiers: War Chest,60.0,14.0,8.4,50.0
Inversion,53.0,51.0,6.5,72.0
Need for Speed: Shift,83.0,22.0,5.8,387.0
Mercury Meltdown,78.0,36.0,7.8,8.0
Exist Archive: The Other Side of the Sky,71.0,8.0,8.3,12.0
Zoo Tycoon 2,72.0,34.0,8.1,43.0
Brave: A Warrior's Tale,42.0,17.0,5,4.0
Fatal Frame,77.0,17.0,8.6,16.0
Urban Chaos: Riot Response,73.0,35.0,7.8,24.0
Tom Clancy's Ghost Recon: Advanced Warfighter,44.0,8.0,4.6,41.0
Ivy the Kiwi?,74.0,30.0,7.2,12.0
Resident Evil 2,59.0,15.0,8.5,31.0
Catwoman,45.0,33.0,4.6,5.0
Top Gun: Hard Lock,54.0,8.0,3.5,16.0
Warriors Orochi 2,44.0,28.0,8.1,15.0
Mana Khemia: Alchemists of Al-Revis,69.0,20.0,7.5,41.0
Street Fighter V,74.0,33.0,2.9,431.0
Zone of the Enders: The Fist of Mars,71.0,12.0,9,9.0
MX vs. ATV Supercross Encore,42.0,8.0,4.1,9.0
Gun Showdown,73.0,41.0,7.6,9.0
Tiger Woods PGA Tour 08,81.0,10.0,7.6,8.0
Constantine,60.0,31.0,7.1,17.0
Tom Clancy's Splinter Cell: Double Agent,64.0,8.0,7.1,7.0
Samurai Shodown Anthology,74.0,6.0,8.2,5.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,82.0,44.0,8.4,1088.0
Nanostray,71.0,43.0,7.7,19.0
Samurai Jack: The Shadow of Aku,59.0,21.0,8.4,10.0
Tropico 5,71.0,4.0,7.2,9.0
Rugby World Cup 2015,25.0,6.0,1.9,39.0
Lost Kingdoms II,68.0,25.0,9.1,14.0
Aggressive Inline,88.0,16.0,7.8,5.0
Viewtiful Joe: Red Hot Rumble,62.0,27.0,6.9,8.0
Blade Dancer: Lineage of Light,60.0,33.0,6.9,16.0
X-Men: Destiny,33.0,6.0,5.6,7.0
The Sims 2: University,81.0,31.0,7.8,49.0
Generation of Chaos,60.0,29.0,7.7,18.0
Pump It Up: Exceed,73.0,28.0,8.4,11.0
Tokyo Twilight Ghost Hunters,64.0,11.0,6.4,17.0
MotorStorm RC,78.0,39.0,6.8,123.0
Harry Potter and the Sorcerer's Stone,65.0,11.0,7.8,76.0
Scurge: Hive,70.0,29.0,8.6,5.0
Remember Me,65.0,26.0,7.4,1007.0
NBA Live 07,69.0,14.0,6.8,13.0
Ride to Hell,19.0,14.0,1.3,433.0
The Saboteur,76.0,20.0,8,236.0
Hail to the Chimp,52.0,23.0,6.1,7.0
Tom Clancy's Rainbow Six 3,68.0,25.0,8.2,5.0
Rocket League,86.0,20.0,8.2,580.0
V-Rally 3,82.0,10.0,7.4,14.0
Mirror's Edge,81.0,44.0,8.1,1026.0
Titan Quest,77.0,51.0,8.1,387.0
Amazing Island,59.0,22.0,6.6,7.0
Izuna 2: The Unemployed Ninja Returns,65.0,18.0,7.9,13.0
Gothic 3,63.0,39.0,7.3,519.0
7 Days to Die,35.0,17.0,5.2,74.0
Alvin and the Chipmunks,30.0,4.0,3.6,20.0
Final Fight: Streetwise,43.0,36.0,6.2,11.0
Speed Kings,60.0,16.0,8.8,4.0
Rebelstar: Tactical Command,78.0,29.0,9.1,10.0
F1 2010,84.0,15.0,6.6,99.0
Gladiator: Sword of Vengeance,65.0,25.0,7.1,7.0
Bombastic,72.0,24.0,7.2,6.0
Coraline,42.0,7.0,5.5,8.0
Hearts of Iron IV,83.0,36.0,6.9,306.0
Wing Commander: Prophecy,70.0,8.0,8.3,7.0
Marc Ecko's Getting Up: Contents Under Pressure,69.0,39.0,7.2,31.0
Sega Soccer Slam,80.0,15.0,8.5,10.0
Enemy Front,43.0,12.0,6,75.0
Front Mission Evolved,63.0,13.0,5.1,48.0
Dynasty Warriors 5,66.0,22.0,8,4.0
The Lost Chronicles of Zerzura,76.0,9.0,6.7,15.0
Murdered: Soul Suspect,59.0,22.0,7.4,379.0
Rez,78.0,34.0,8.3,28.0
Neverland Card Battles,57.0,14.0,7.8,12.0
Lufia: The Ruins of Lore,76.0,12.0,8.3,8.0
UEFA Euro 2004: Portugal,74.0,21.0,8.1,9.0
Airline Tycoon 2,57.0,4.0,5.5,30.0
Medabots: Infinity,51.0,6.0,8,7.0
IL-2 Sturmovik: Cliffs of Dover,60.0,13.0,7.1,114.0
NFL Blitz Pro,71.0,14.0,6.6,8.0
Black Sigil: Blade of the Exiled,58.0,24.0,7.5,20.0
Death Jr. II: Root of Evil,68.0,34.0,7.3,9.0
Wakeboarding Unleashed Featuring Shaun Murray,80.0,23.0,8.8,9.0
Mighty No. 9,52.0,64.0,3.5,282.0
Samurai Champloo: Sidetracked,66.0,26.0,7.2,6.0
Dead or Alive Xtreme 3: Fortune,43.0,9.0,7.8,110.0
Medal of Honor: Airborne,78.0,38.0,7.3,204.0
Men of War: Assault Squad,77.0,21.0,8.2,93.0
Rhapsody: A Musical Adventure,67.0,24.0,6.8,12.0
Dead Island Definitive Collection,67.0,10.0,4.9,18.0
PAC-MAN and the Ghostly Adventures,58.0,9.0,6.5,16.0
Virtua Striker 2002,58.0,20.0,6,5.0
UEFA Champions League 2006-2007,72.0,27.0,8.2,10.0
F1 2015,61.0,13.0,3.6,63.0
Aliens in the Attic,58.0,7.0,6,5.0
Hunted: The Demon's Forge,61.0,21.0,6.6,127.0
Otogi 2: Immortal Warriors,79.0,43.0,8.3,12.0
Legend of Kay,72.0,30.0,7.3,18.0
Lucha Libre AAA: Heroes del Ring,49.0,11.0,6.3,12.0
Piglet's Big Game,70.0,4.0,8,5.0
Tom Clancy's HAWX 2,66.0,12.0,3.8,47.0
Fallout: Brotherhood of Steel,66.0,33.0,5.5,23.0
IndyCar Series,71.0,8.0,7.8,5.0
Killing Floor 2 ,76.0,39.0,8,57.0
Ferrari F355 Challenge,70.0,14.0,4.4,5.0
Mortal Kombat X,76.0,10.0,5.1,475.0
Cities in Motion,70.0,20.0,7.7,105.0
Shifters,37.0,12.0,5.9,8.0
Bladestorm: Nightmare,48.0,6.0,7.1,8.0
TNA iMPACT: Cross the Line,50.0,6.0,6.5,4.0
Sacred 3,51.0,11.0,4.1,42.0
Venetica,61.0,17.0,6.8,51.0
Operation Flashpoint: Dragon Rising,76.0,29.0,4.9,539.0
Wasteland 2,77.0,13.0,7.1,56.0
DoDonPachi Resurrection,77.0,10.0,8.6,16.0
MorphX,33.0,4.0,6.6,15.0
Sigma Star Saga,68.0,34.0,8.2,6.0
FIFA Soccer 2004,82.0,4.0,7.9,9.0
Disney's Party,39.0,6.0,7.8,5.0
The Bureau: XCOM Declassified,66.0,45.0,6.5,621.0
Nanostray 2,75.0,23.0,7.8,8.0
Dokapon Journey,60.0,16.0,7,8.0
Metal Slug Anthology,78.0,26.0,7.4,25.0
Back to the Future: The Game,66.0,7.0,4.1,9.0
Phantom Crash,74.0,23.0,8.3,14.0
Yanya Caballista: City Skater,58.0,13.0,6.3,7.0
The Typing of the Dead,83.0,12.0,7.8,12.0
Jenga World Tour,26.0,14.0,2.8,11.0
Tenchu: Dark Secret,37.0,10.0,5.1,7.0
Shrek Super Party,40.0,6.0,7.3,7.0
Second Sight,77.0,34.0,8.5,13.0
Rave Master,60.0,15.0,6.3,4.0
Bejeweled Twist,78.0,12.0,7.3,11.0
Steins;Gate 0,81.0,17.0,8.3,29.0
Ivy the Kiwi?,69.0,20.0,6.3,4.0
Hail to the Chimp,51.0,19.0,4.5,4.0
Alias,64.0,37.0,6,4.0
OutRun 2006: Coast 2 Coast,81.0,42.0,8.8,17.0
Arx Fatalis,71.0,31.0,8.2,6.0
Zumba Fitness Core,77.0,6.0,6.7,6.0
Guilty Gear Dust Strikers,60.0,25.0,5.8,9.0
Dark Summit,68.0,16.0,4.5,4.0
Star Wars: Republic Commando,78.0,34.0,8.7,279.0
The Lost Vikings,75.0,16.0,9.1,15.0
Plants vs. Zombies,87.0,41.0,8.9,891.0
Secret Files: Tunguska,71.0,6.0,7.6,5.0
Stretch Panic,65.0,14.0,7.8,4.0
PQ2: Practical Intelligence Quotient,74.0,19.0,7.8,6.0
Metroid Prime: Federation Force,64.0,56.0,5.1,219.0
DiRT 2,89.0,22.0,8.2,352.0
Payday 2,79.0,51.0,3.4,3558.0
Woody Woodpecker: Escape from Buzz Buzzard Park,64.0,5.0,7.4,5.0
Furu Furu Park,43.0,16.0,4.8,5.0
Hatsune Miku: Project Diva X,78.0,22.0,7.4,41.0
Whirl Tour,61.0,10.0,9,4.0
Grand Ages: Medieval,63.0,11.0,5.4,52.0
Saints Row: Gat out of Hell,64.0,45.0,5.7,98.0
Stunt GP,49.0,8.0,8.1,9.0
Plants vs. Zombies: Garden Warfare 2,82.0,6.0,7.5,44.0
Singularity,76.0,36.0,7.7,326.0
NASCAR Heat Evolution,66.0,8.0,3.8,18.0
Ms Saga: A New Dawn,65.0,27.0,8.6,15.0
Child of Light,82.0,46.0,8,451.0
GrimGrimoire,79.0,39.0,7.9,17.0
Deadliest Catch: Alaskan Storm,56.0,14.0,5.9,15.0
Crime Life: Gang Wars,30.0,19.0,3.4,9.0
Rugby 2005,75.0,20.0,7.7,11.0
"Warhammer 40,000: Dawn of War",86.0,51.0,8.8,295.0
Rock 'N Roll Racing,80.0,12.0,9.4,5.0
Silhouette Mirage,69.0,8.0,7.5,4.0
Dynasty Warriors Vol. 2,57.0,28.0,8.1,8.0
Freelancer,85.0,39.0,9,185.0
LEGO Indiana Jones 2: The Adventure Continues,66.0,13.0,8,19.0
Rugby 06,70.0,6.0,7.8,27.0
Fatal Frame II: Crimson Butterfly Director's Cut,84.0,37.0,8.3,16.0
2002 FIFA World Cup,78.0,9.0,7.7,6.0
The Lord of the Rings: The Battle for Middle-Earth II,79.0,50.0,7.5,83.0
Need for Speed Carbon,78.0,17.0,7.2,249.0
Colin McRae Rally 2005,83.0,35.0,7.5,6.0
Saiyuki: Journey West,73.0,9.0,7.1,9.0
Empire Earth,81.0,23.0,8.2,126.0
DuckTales: Remastered,75.0,31.0,7.4,135.0
Worms Reloaded,79.0,28.0,6.8,185.0
StarCraft,88.0,15.0,9.1,813.0
World Championship Pool 2004,60.0,4.0,6.7,6.0
B-Boy,50.0,11.0,7.8,6.0
Kakuto Chojin,46.0,26.0,7.2,17.0
Need for Speed Underground,82.0,24.0,8.3,307.0
Moon,71.0,45.0,7.4,21.0
Snoopy vs the Red Baron,76.0,7.0,7.8,4.0
Virtua Tennis 3,79.0,17.0,7.7,13.0
Raze's Hell,71.0,37.0,8.1,8.0
Far Cry,89.0,72.0,8.1,724.0
Hoshigami: Ruining Blue Earth,62.0,9.0,8.7,26.0
NightCaster II: Equinox,46.0,12.0,7,4.0
Ship Simulator Extremes,49.0,5.0,6.2,27.0
Time Crisis: Project Titan,71.0,13.0,6.7,6.0
Ys: The Ark of Napishtim,64.0,29.0,7.3,13.0
Pro Evolution Soccer 2017,87.0,12.0,6.1,84.0
FIFA Soccer 10,72.0,14.0,3.8,59.0
Tom Clancy's Rainbow Six: Lockdown,72.0,8.0,7.8,5.0
The Sims,92.0,38.0,7.9,451.0
FIFA Manager 12,72.0,11.0,3.9,24.0
Gitaroo Man,82.0,21.0,8.7,25.0
Cabela's Trophy Bucks,39.0,4.0,3,4.0
XCOM 2,87.0,17.0,8.1,40.0
Yaiba: Ninja Gaiden Z,50.0,20.0,5.3,43.0
Rock of the Dead,48.0,7.0,4.8,4.0
Code Lyoko,63.0,11.0,6.8,13.0
Pool Party,32.0,13.0,0.7,6.0
Rapala Fishing Frenzy 2009,41.0,5.0,7.2,6.0
Company of Heroes,93.0,55.0,8.8,1128.0
Wonder World Amusement Park,37.0,9.0,4.5,4.0
Ride 2,71.0,19.0,8,12.0
Wing Island,47.0,32.0,4.9,8.0
Silent Hunter: Wolves of the Pacific,79.0,22.0,6.9,40.0
Wrath Unleashed,69.0,32.0,7,4.0
March of the Penguins,34.0,8.0,1.7,6.0
Double Dragon Advance,75.0,21.0,8.4,5.0
The Bible Game,60.0,6.0,2.7,13.0
Bubble Bobble Revolution,38.0,19.0,6.2,6.0
Yager,70.0,19.0,9.3,9.0
Root Letter,78.0,6.0,7.8,6.0
Futurama,58.0,21.0,6.9,14.0
Supreme Commander,86.0,44.0,8.3,263.0
Pool Hall Pro,62.0,5.0,5.3,4.0
Wolfenstein,74.0,41.0,7.3,261.0
Microsoft Train Simulator,84.0,16.0,8.4,21.0
Resident Evil 6,63.0,12.0,6.3,34.0
Assassin's Creed: Altair's Chronicles,58.0,30.0,6.3,30.0
Bad Boys: Miami Takedown,35.0,11.0,2,9.0
Fantastic Four: Rise of the Silver Surfer,39.0,16.0,5.9,15.0
Pony Friends,67.0,8.0,6.6,12.0
Art of Fighting Anthology,60.0,19.0,7,4.0
Sébastien Loeb Rally Evo,71.0,28.0,8.1,73.0
Lux-Pain,48.0,33.0,6.2,18.0
Guilty Gear XX Accent Core,77.0,9.0,8.3,16.0
Mafia,88.0,27.0,9.1,863.0
Disney's Donald Duck: Goin' Quackers,61.0,7.0,3,4.0
Operation Flashpoint: Elite,64.0,24.0,8.3,27.0
Fantastic Four: Rise of the Silver Surfer,35.0,8.0,4.8,13.0
Virtua Tennis 3,80.0,34.0,6.8,26.0
Front Mission,72.0,19.0,8.9,9.0
Tropico 3,79.0,48.0,8.1,184.0
Boktai 2: Solar Boy Django,78.0,20.0,8.5,11.0
Life is Strange,83.0,15.0,8.6,1620.0
Battlezone,66.0,39.0,7,31.0
Pro Evolution Soccer 2016,76.0,12.0,4.3,286.0
The Dark Spire,69.0,23.0,7.7,21.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,55.0,14.0,6,38.0
